,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,basement,yr_built,sqft_living15,yr_sold,zip_98008_98028,zip_98028_98038,zip_98038_98053,zip_98053_98065,zip_98065_98103,zip_98103_98115,zip_98115_98125,zip_98125_98155,zip_98155_98200
64,425000.0,0.3333333333333333,0.5454545454545454,0.5392994533945117,0.6782721390168269,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1979,0.4760845419040617,2014,0,0,0,0,0,0,1,0,0
65,317625.0,0.3333333333333333,0.7272727272727273,0.7934207250440993,0.5522535201082285,0.32365668390976515,0.0,0.0,1.0,0.3333333333333333,1.0,1925,0.4760845419040617,2014,0,0,0,0,0,0,0,1,0
67,287000.0,0.6666666666666666,0.6363636363636364,0.6880203895603876,0.6074625139998436,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,2005,0.7208922604552301,2014,0,0,0,0,0,0,0,0,0
68,204000.0,0.3333333333333333,0.09090909090909091,0.28776496404124563,0.8721185793236899,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1968,0.27569534493578673,2014,0,0,1,0,0,0,0,0,0
71,325000.0,0.3333333333333333,0.45454545454545453,0.40246612762438855,0.6597317137808517,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1972,0.5495600767935277,2015,0,1,0,0,0,0,0,0,0
72,571000.0,0.6666666666666666,0.45454545454545453,0.7898243194370357,0.7512834774634688,0.32365668390976515,0.0,0.0,1.0,0.3333333333333333,1.0,1916,0.5029014994041133,2014,0,0,0,0,0,0,1,0,0
73,360000.0,0.6666666666666666,0.6363636363636364,0.7181084986149459,0.6277081518494172,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2005,0.7693719501424091,2014,0,1,0,0,0,0,0,0,0
76,380000.0,0.6666666666666666,0.36363636363636365,0.5683312261821993,0.7326614849380768,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1956,0.5631743628599033,2014,0,0,0,0,0,0,0,0,0
77,480000.0,0.3333333333333333,0.09090909090909091,0.30723027465591046,0.6310163514653234,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1941,0.20423616137701475,2015,0,0,0,0,0,0,1,0,0
78,410000.0,0.3333333333333333,0.09090909090909091,0.45828915348715166,0.6310163514653234,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1956,0.3391225009503071,2014,0,0,0,0,0,0,0,1,0
80,390000.0,0.3333333333333333,0.6363636363636364,0.7118128310825694,0.6332000959184152,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2003,0.752788962044702,2014,0,1,0,0,0,0,0,0,0
81,360000.0,0.6666666666666666,0.6363636363636364,0.6063182043851183,0.673093405564416,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1992,0.6237073900413035,2014,0,1,0,0,0,0,0,0,0
82,355000.0,0.0,0.09090909090909091,0.636713525954608,0.7097020493923663,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1948,0.5764682828656542,2014,0,0,0,0,0,0,1,0,0
83,356000.0,0.3333333333333333,0.2727272727272727,0.5452432585923881,0.7817016544661812,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1964,0.6176324333066362,2015,0,0,0,1,0,0,0,0,0
84,315000.0,0.3333333333333333,0.09090909090909091,0.2675049345986035,0.7061299266693186,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1952,0.5249159285765707,2014,0,0,0,0,0,0,1,0,0
85,940000.0,0.3333333333333333,0.2727272727272727,0.6653542679815448,0.5366027679392303,0.5532947556651122,0.0,0.0,0.3333333333333333,1.0,1.0,1925,0.6672996110905552,2014,0,0,0,0,0,0,1,0,0
86,305000.0,1.0,0.5454545454545454,0.7733099817514847,0.7715873681859813,0.32365668390976515,0.0,0.0,1.0,0.3333333333333333,0.0,1961,0.5320674865093622,2014,0,0,0,0,1,0,0,0,0
87,461000.0,0.3333333333333333,0.9090909090909091,0.7934207250440993,0.6908331526487153,0.5532947556651122,0.0,0.0,0.3333333333333333,1.0,1.0,2006,0.632699073727517,2014,0,0,0,1,0,0,0,0,0
88,215000.0,0.0,0.5454545454545454,0.5241208452628663,0.3790814188797932,0.5532947556651122,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1979,0.6473743282423585,2014,0,0,0,1,0,0,0,0,0
89,335000.0,0.0,0.36363636363636365,0.30243505085941413,0.19908146204636032,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,2006,0.2867734554205744,2014,0,0,0,0,0,0,0,1,0
90,243500.0,0.6666666666666666,0.6363636363636364,0.626787159026394,0.7365472063418668,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1988,0.6559999237688179,2014,1,0,0,0,0,0,0,0,0
92,153000.0,0.3333333333333333,0.09090909090909091,0.3782514812260217,0.833472686979596,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1962,0.43962250192522806,2015,1,0,0,0,0,0,0,0,0
93,430000.0,0.3333333333333333,0.2727272727272727,0.5147857399174813,0.6277081518494172,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1939,0.5249159285765707,2014,0,0,0,0,0,0,1,0,0
95,905000.0,0.6666666666666666,0.6363636363636364,0.8803108366218118,0.8267896138957775,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1946,0.6473743282423585,2014,0,0,1,0,0,0,0,0,0
96,247500.0,0.3333333333333333,0.36363636363636365,0.6217485187739783,0.9447043361996686,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1967,0.586237382742873,2015,0,1,0,0,0,0,0,0,0
97,199000.0,0.6666666666666666,0.2727272727272727,0.3614260800379499,0.6961708725071938,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1975,0.35392593822979923,2014,1,0,0,0,0,0,0,0,0
100,850830.0,0.3333333333333333,0.6363636363636364,0.6488486488934698,0.8977983429225168,0.32365668390976515,0.0,0.0,1.0,1.0,1.0,1910,0.7155249836306211,2014,0,0,0,0,1,0,0,0,0
101,555000.0,0.3333333333333333,0.45454545454545453,0.626787159026394,0.5270412779487641,0.32365668390976515,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1929,0.5391296476251985,2014,0,0,0,0,0,0,1,0,0
103,1090000.0,0.3333333333333333,0.6363636363636364,0.819593843821176,0.7619461271920509,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1950,0.7575768341977042,2014,0,0,0,0,0,0,0,0,0
105,375000.0,0.3333333333333333,0.6363636363636364,0.7096964022802985,0.8200801424955275,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1978,0.7282213726099981,2015,0,0,0,1,0,0,0,0,0
106,460000.0,0.3333333333333333,0.09090909090909091,0.542280253958598,0.5661692842097054,0.32365668390976515,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1939,0.3916042661547685,2014,0,0,0,0,0,0,1,0,0
107,188500.0,0.0,0.36363636363636365,0.3945251293811407,0.4346971689056974,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1985,0.40511006147999956,2014,0,0,0,0,0,0,0,0,1
109,470000.0,1.0,0.36363636363636365,0.6391644040317344,0.8782989824453661,0.5532947556651122,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1942,0.7877464324718013,2014,0,0,1,0,0,0,0,0,0
110,597750.0,0.6666666666666666,0.6363636363636364,0.7032924192079842,0.8093126485224464,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1984,0.6444696147344086,2014,1,0,0,0,0,0,0,0,0
111,570000.0,0.3333333333333333,0.36363636363636365,0.40246612762438855,0.5148147559414057,0.0,0.0,0.0,1.0,0.0,1.0,1905,0.45203982666935644,2015,0,0,0,0,1,0,0,0,0
112,272500.0,0.3333333333333333,0.36363636363636365,0.50205935539579,0.8840366741470063,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1980,0.5140159339016928,2014,0,1,0,0,0,0,0,0,0
113,329950.0,0.3333333333333333,0.36363636363636365,0.6512404694361043,0.676835531661818,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1971,0.686546040239305,2014,0,0,0,0,0,1,0,0,0
114,480000.0,0.6666666666666666,0.6363636363636364,0.8696699615924522,0.953237830910465,0.5532947556651122,0.0,0.0,0.3333333333333333,1.0,1.0,2001,0.8185303791006197,2014,0,0,0,0,0,0,0,0,0
116,518500.0,0.3333333333333333,1.0,0.517916991957377,0.2082926666993042,0.8769514395748774,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2010,0.5426278973952261,2014,0,0,0,0,1,0,0,0,0
117,205425.0,0.0,0.09090909090909091,0.22432103140200552,0.7121672577365744,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1945,0.36835137380058663,2014,0,0,0,0,0,0,0,0,1
118,171800.0,0.6666666666666666,0.45454545454545453,0.5116346067790981,0.8086201784682192,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1950,0.6267205466917338,2015,0,0,0,0,0,0,0,0,1
119,535000.0,0.6666666666666666,0.09090909090909091,0.5241208452628663,0.48436976402364623,0.32365668390976515,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1925,0.5391296476251985,2015,0,0,0,0,0,0,0,1,0
120,660000.0,0.3333333333333333,0.6363636363636364,0.7222616760062155,0.6993591512645476,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666,1.0,1964,0.7503797237123566,2015,0,0,0,0,0,0,0,0,1
121,391500.0,0.3333333333333333,0.45454545454545453,0.4721726266653681,0.794759471627136,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1987,0.5285030233747379,2014,0,1,0,0,0,0,0,0,0
122,395000.0,0.0,0.09090909090909091,0.15804916061559623,0.6782721390168269,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1953,0.5731740138657132,2015,0,0,0,0,0,0,1,0,0
123,445000.0,0.6666666666666666,0.36363636363636365,0.6559898052198062,0.5922555971967743,0.32365668390976515,0.0,0.0,1.0,0.3333333333333333,1.0,1924,0.6176324333066362,2014,0,0,0,0,0,0,1,0,0
124,770000.0,0.3333333333333333,0.5454545454545454,0.8178912630707305,0.8255421913193468,0.5532947556651122,0.0,0.0,0.3333333333333333,1.0,0.0,1990,0.8312267680799961,2014,0,0,1,0,0,0,0,0,0
126,445000.0,0.3333333333333333,0.5454545454545454,0.6559898052198062,0.764938114273308,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666,1.0,1967,0.8227942901533571,2014,0,0,0,0,0,0,0,0,1
127,260000.0,0.6666666666666666,0.5454545454545454,0.6699710622229916,0.7848354065956844,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1978,0.686546040239305,2014,1,0,0,0,0,0,0,0,0
128,822500.0,1.0,1.0,0.7054362748181436,0.6254805566392364,0.5532947556651122,0.0,0.0,1.0,0.3333333333333333,1.0,1926,0.5698604235295149,2014,0,0,0,0,1,0,0,0,0
129,430000.0,0.6666666666666666,0.6363636363636364,0.6488486488934698,0.5865240338163534,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,2004,0.6531393326813497,2015,0,0,0,1,0,0,0,0,0
130,212000.0,0.3333333333333333,0.36363636363636365,0.31668392814518265,0.7536886346956144,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1986,0.4681827972553185,2015,0,0,0,0,1,0,0,0,0
131,660500.0,0.6666666666666666,0.5454545454545454,0.634250484661041,0.8087068318395331,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1986,0.6783777215753429,2015,1,0,0,0,0,0,0,0,0
133,453246.0,0.3333333333333333,0.6363636363636364,0.634250484661041,0.41077824167271226,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,2014,0.566527283874719,2014,0,1,0,0,0,0,0,0,0
134,675000.0,0.6666666666666666,1.0,0.6653542679815448,0.4096846993955515,0.8769514395748774,0.0,0.0,0.3333333333333333,1.0,0.0,2005,0.5140159339016928,2015,0,0,0,0,0,1,0,0,0
136,220000.0,0.6666666666666666,0.36363636363636365,0.636713525954608,0.7524532913941103,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1968,0.586237382742873,2014,0,0,0,0,0,0,0,0,0
137,452000.0,0.6666666666666666,0.5454545454545454,0.7600744826677697,0.8199969713710078,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1968,0.5176726815077367,2014,1,0,0,0,0,0,0,0,0
138,382500.0,0.0,0.09090909090909091,0.37409830383475207,0.5947654253001697,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1981,0.30299367568639546,2014,0,0,0,0,0,0,1,0,0
139,519950.0,0.3333333333333333,0.5454545454545454,0.3656862075001052,0.24301947927502032,0.8769514395748774,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2014,0.43962250192522806,2014,0,0,0,0,0,1,0,0,0
140,665000.0,0.0,0.09090909090909091,0.3395590277059856,0.5039375142621875,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1925,0.35877545755758855,2014,0,0,0,0,0,0,1,0,0
141,527700.0,1.0,0.6363636363636364,0.8022993482673451,0.8020427766040567,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1968,0.8557943575147001,2014,0,0,0,0,0,0,0,0,0
142,205000.0,0.3333333333333333,0.09090909090909091,0.5241208452628663,0.7774351384236917,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1962,0.5391296476251985,2015,0,0,0,1,0,0,0,0,0
143,420000.0,0.3333333333333333,0.09090909090909091,0.31668392814518265,0.7613986444970261,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1923,0.5213059128893903,2015,0,0,0,0,0,0,0,1,0
144,500000.0,0.6666666666666666,0.5454545454545454,0.6391644040317344,0.7754235812915033,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1961,0.7231770039846155,2015,0,0,0,0,0,0,0,0,0
146,890000.0,0.6666666666666666,0.09090909090909091,0.7523497850607738,0.565822833055802,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1905,0.7155249836306211,2014,0,0,0,0,0,1,0,0,0
149,511000.0,0.3333333333333333,0.09090909090909091,0.4652794352715067,0.5252011775618843,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1947,0.47999435358276743,2014,0,0,0,0,1,0,0,0,0
150,532170.0,0.3333333333333333,0.45454545454545453,0.44037017462116135,0.49423644496198843,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1990,0.49914756178703135,2014,0,0,0,0,1,0,0,0,0
